"","SPECIES","GENERA","EPITHET","FAMILY","PHYLUM","EPILIST","FLORA","DATASET_CLASSIFICATION","BIOME","COUNTRY","WWF_ECOREGION"
"474","Epidendrum tridactylum","Epidendrum","tridactylum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11"
"475","Epidendrum tridens","Epidendrum","tridens","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Cerrado","Brazil","1, 11"
"476","Epiphyllum oxypetalum","Epiphyllum","oxypetalum","Cactaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Brazil; Paraguay","7, 11, 16"
"477","Epiphyllum phyllanthus","Epiphyllum","phyllanthus","Cactaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco; Pantanal; Edge","Argentina; Bolivia; Brazil; Paraguay","1, 5, 6, 7, 8, 9, 11, 12, 13, 16, 20, 21, 22, 23, 24"
"478","Erycina pumilio","Erycina","pumilio","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"479","Erycina pusilla","Erycina","pusilla","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11, 17, 24"
"480","Eurystyles actinosophila","Eurystyles","actinosophila","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","1, 5, 11"
"481","Eurystyles cotyledon","Eurystyles","cotyledon","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 9, 11"
"482","Evolvulus pterocaulon","Evolvulus","pterocaulon","Convolvulaceae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Edge","Brazil","20"
"483","Ficus albert-smithii","Ficus","albert-smithii","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Cerrado","Brazil","11"
"484","Ficus amazonica","Ficus","amazonica","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado","Brazil","8, 11"
"485","Ficus americana","Ficus","americana","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado; Pantanal","Brazil","1, 5, 6, 7, 8, 11, 12, 17, 21"
"486","Ficus arpazusa","Ficus","arpazusa","Moraceae","Angiospermae","Epiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado; Pantanal","Brazil","5, 6, 7, 8, 9, 11, 17, 21, 23"
"487","Ficus bahiensis","Ficus","bahiensis","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","5, 7, 11"
"488","Ficus blepharophylla","Ficus","blepharophylla","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Pantanal","Brazil","21"
"489","Ficus broadwayi","Ficus","broadwayi","Moraceae","Angiospermae","Hemiepiphyte","Terrestrial","All","Caatinga; Pantanal","Brazil","7, 8, 12"
"490","Ficus calyptroceras","Ficus","calyptroceras","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado; Chaco; Pantanal","Brazil; Paraguay","5, 6, 7, 8, 11, 12, 16, 21"
"491","Ficus carautana","Ficus","carautana","Moraceae","Angiospermae","Hemiepiphyte","Terrestrial","All","Cerrado; Pantanal","Brazil","11, 12, 21"
"492","Ficus castellviana","Ficus","castellviana","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","6, 7, 11, 24"
"493","Ficus catappifolia","Ficus","catappifolia","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","7, 11"
"494","Ficus cestrifolia","Ficus","cestrifolia","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado; Pantanal","Brazil","7, 11, 21"
"495","Ficus christianii","Ficus","christianii","Moraceae","Angiospermae","Hemiepiphyte","Terrestrial","All","Caatinga; Cerrado; Pantanal","Brazil","7, 8, 9, 11, 12"
"496","Ficus citrifolia","Ficus","citrifolia","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado; Chaco; Pantanal","Argentina; Brazil; Paraguay","1, 5, 6, 7, 8, 9, 11, 16, 21, 22"
"497","Ficus clusiifolia","Ficus","clusiifolia","Moraceae","Angiospermae","Unknown","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","5, 7, 11"
"498","Ficus crocata","Ficus","crocata","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado; Pantanal","Brazil","7, 11, 12, 21"
"499","Ficus cyclophylla","Ficus","cyclophylla","Moraceae","Angiospermae","Unknown","Hemiepiphyte; Terrestrial","All","Caatinga","Brazil","5, 6, 7"
"500","Ficus donnell-smithii","Ficus","donnell-smithii","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Cerrado","Brazil","11, 18"
"501","Ficus duckeana","Ficus","duckeana","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Pantanal","Brazil","21"
"502","Ficus elastica","Ficus","elastica","Moraceae","Angiospermae","Unknown","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado; Chaco","Argentina; Brazil; Paraguay","7, 11, 14, 16, 22, 25"
"503","Ficus elliotiana","Ficus","elliotiana","Moraceae","Angiospermae","Epiphyte","Terrestrial","All","Caatinga; Cerrado; Pantanal","Brazil","5, 7, 8, 11, 12, 17, 21"
"504","Ficus enormis","Ficus","enormis","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado; Chaco; Pantanal","Argentina; Brazil; Paraguay","1, 3, 5, 6, 7, 8, 9, 11, 12, 16, 21, 22, 23"
"505","Ficus eximia","Ficus","eximia","Moraceae","Angiospermae","Hemiepiphyte","Terrestrial","All","Caatinga; Cerrado; Chaco; Pantanal","Argentina; Brazil; Paraguay","1, 6, 7, 11, 16, 21, 23"
"506","Ficus gomelleira","Ficus","gomelleira","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado; Pantanal","Brazil","1, 5, 6, 7, 8, 9, 11, 17, 21"
"507","Ficus guaranitica","Ficus","guaranitica","Moraceae","Angiospermae","Epiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado; Chaco; Pantanal","Argentina; Bolivia; Brazil; Paraguay","1, 3, 6, 7, 11, 12, 13, 16, 21, 22"
"508","Ficus hatschbachii","Ficus","hatschbachii","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Cerrado","Brazil","11"
"509","Ficus hirsuta","Ficus","hirsuta","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","7, 11, 21"
"510","Ficus holosericea","Ficus","holosericea","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","7, 17"
"511","Ficus krukovii","Ficus","krukovii","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Cerrado; Pantanal","Brazil","11, 12, 21"
"512","Ficus lagoensis","Ficus","lagoensis","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Cerrado; Pantanal","Brazil","11, 21"
"513","Ficus longifolia","Ficus","longifolia","Moraceae","Angiospermae","Hemiepiphyte","Terrestrial","All","Caatinga","Brazil","6, 7"
"514","Ficus luschnathiana","Ficus","luschnathiana","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado; Chaco; Pantanal","Argentina; Brazil; Paraguay","1, 5, 7, 9, 11, 12, 14, 16, 21, 22"
"515","Ficus lutea","Ficus","lutea","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Pantanal","Brazil","8, 12"
"516","Ficus lyrata","Ficus","lyrata","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Cerrado","Brazil","11"
"517","Ficus malacocarpa","Ficus","malacocarpa","Moraceae","Angiospermae","Unknown","Hemiepiphyte","All","Cerrado","Brazil","11"
"518","Ficus mariae","Ficus","mariae","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga","Brazil","6"
"519","Ficus mathewsii","Ficus","mathewsii","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado","Brazil","6, 11, 12"
"520","Ficus matiziana","Ficus","matiziana","Moraceae","Angiospermae","Hemiepiphyte","Terrestrial","All","Cerrado","Brazil","11, 18"
"521","Ficus mexiae","Ficus","mexiae","Moraceae","Angiospermae","Epiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","5, 7, 9, 11"
"522","Ficus microcarpa","Ficus","microcarpa","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado; Chaco","Brazil; Paraguay","5, 7, 11, 16"
"523","Ficus nymphaeifolia","Ficus","nymphaeifolia","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado; Pantanal","Brazil","7, 11, 21"
"524","Ficus obtusifolia","Ficus","obtusifolia","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado; Pantanal","Bolivia; Brazil","1, 5, 6, 7, 11, 12, 21, 23"
"525","Ficus pakkensis","Ficus","pakkensis","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Caatinga; Cerrado","Brazil","7, 8, 11, 17, 19"
"526","Ficus pallida","Ficus","pallida","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Cerrado; Pantanal","Brazil","11, 12"
"527","Ficus panurensis","Ficus","panurensis","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Cerrado","Brazil","11"
"528","Ficus paraensis","Ficus","paraensis","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado","Brazil","8, 11, 18"
"529","Ficus pertusa","Ficus","pertusa","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado; Chaco; Pantanal","Brazil; Paraguay","1, 5, 6, 7, 9, 11, 12, 16, 18, 21"
"530","Ficus piresiana","Ficus","piresiana","Moraceae","Angiospermae","Unknown","Hemiepiphyte; Terrestrial","All","Cerrado","Brazil","11"
"531","Ficus popenoei","Ficus","popenoei","Moraceae","Angiospermae","Hemiepiphyte","Terrestrial","All","Cerrado","Brazil","11"
"532","Ficus religiosa","Ficus","religiosa","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Chaco","Paraguay","16"
"533","Ficus sphenophylla","Ficus","sphenophylla","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Cerrado","Brazil","11"
"534","Ficus trigona","Ficus","trigona","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte","All","Caatinga; Cerrado; Pantanal","Brazil","6, 7, 11, 12, 21"
"535","Ficus trigonata","Ficus","trigonata","Moraceae","Angiospermae","Hemiepiphyte","Hemiepiphyte; Terrestrial","All","Cerrado; Pantanal","Brazil","1, 11, 12, 17, 21"
"536","Fuchsia regia","Fuchsia","regia","Onagraceae","Angiospermae","Epiphyte","Terrestrial","All","Caatinga; Cerrado","Brazil","1, 6, 7, 11"
"537","Galeandra blanchetii","Galeandra","blanchetii","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11, 17"
"538","Galeandra minax","Galeandra","minax","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","Paper exclusive accidental","Cerrado","Brazil","11"
"539","Galeandra stangeana","Galeandra","stangeana","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"540","Galeottia ciliata","Galeottia","ciliata","Orchidaceae","Angiospermae","Epiphyte","Epiphyte; Terrestrial","All","Cerrado","Brazil","11"
"541","Gomesa barbata","Gomesa","barbata","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","5, 7, 8, 23, 24"
"542","Gomesa bifolia","Gomesa","bifolia","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Chaco","Argentina; Bolivia; Brazil","3, 9, 10, 11, 13, 16, 22, 25"
"543","Gomesa brieniana","Gomesa","brieniana","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Chaco","Paraguay","16"
"544","Gomesa calimaniana","Gomesa","calimaniana","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","5, 7"
"545","Gomesa ciliata","Gomesa","ciliata","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Brazil; Paraguay","5, 6, 11, 16"
"546","Gomesa culuenensis","Gomesa","culuenensis","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"547","Gomesa flexuosa","Gomesa","flexuosa","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Brazil; Paraguay","5, 6, 7, 11, 16"
"548","Gomesa fuscopetala","Gomesa","fuscopetala","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11, 18"
"549","Gomesa gardneri","Gomesa","gardneri","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"550","Gomesa gomezoides","Gomesa","gomezoides","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 11"
"551","Gomesa imperatoris-maximiliani","Gomesa","imperatoris-maximiliani","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Brazil; Paraguay","7, 9, 11, 16"
"552","Gomesa lietzei","Gomesa","lietzei","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","6, 11"
"553","Gomesa longicornu","Gomesa","longicornu","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 7, 11, 17"
"554","Gomesa macropetala","Gomesa","macropetala","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado; Chaco; Pantanal; Edge","Bolivia; Brazil; Paraguay","1, 11, 12, 13, 16, 20, 21"
"555","Gomesa nitida","Gomesa","nitida","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","5"
"556","Gomesa praetexta","Gomesa","praetexta","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","6, 7, 8, 9, 11"
"557","Gomesa radicans","Gomesa","radicans","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"558","Gomesa ranifera","Gomesa","ranifera","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 6, 7, 11"
"559","Gomesa recurva","Gomesa","recurva","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","6, 7, 11"
"560","Gomesa uniflora","Gomesa","uniflora","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","6, 9, 11"
"561","Gomesa varicosa","Gomesa","varicosa","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Argentina; Bolivia; Brazil","5, 7, 9, 11, 13, 25"
"562","Gomphrena vaga","Gomphrena","vaga","Amaranthaceae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Caatinga","Brazil","7"
"563","Gomphrena virgata","Gomphrena","virgata","Amaranthaceae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Edge","Brazil","20"
"564","Gongora quinquenervis","Gongora","quinquenervis","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","7, 8"
"565","Grandiphyllum divaricatum","Grandiphyllum","divaricatum","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","5, 8, 9, 11"
"566","Grobya amherstiae","Grobya","amherstiae","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado","Brazil","7, 9, 11"
"567","Grobya cipoensis","Grobya","cipoensis","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","9"
"568","Grobya galeata","Grobya","galeata","Orchidaceae","Angiospermae","Epiphyte","Epiphyte","All","Cerrado","Brazil","11"
"569","Guzmania lingulata","Guzmania","lingulata","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga; Cerrado; Chaco","Brazil; Paraguay","6, 7, 8, 12, 16"
"570","Guzmania monostachia","Guzmania","monostachia","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","7, 8"
"571","Guzmania sanguinea","Guzmania","sanguinea","Bromeliaceae","Angiospermae","Epiphyte","Epiphyte","All","Caatinga","Brazil","7, 8"
"572","Gymnopogon foliosus","Gymnopogon","foliosus","Poaceae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Edge","Brazil","20"
"573","Harrisia balansae","Harrisia","balansae","Cactaceae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Cerrado; Chaco","Brazil","11, 16"
"574","Harrisia martinii","Harrisia","martinii","Cactaceae","Angiospermae","Unknown","Unknown","Paper exclusive accidental","Chaco","Argentina","16"
"575","Harrisia tortuosa","Harrisia","tortuosa","Cactaceae","Angiospermae","Unknown","Terrestrial","Paper exclusive accidental","Chaco","Brazil","16"
"576","Hatiora salicornioides","Hatiora","salicornioides","Cactaceae","Angiospermae","Epiphyte","Epiphyte; Rupicolous","All","Caatinga; Cerrado","Brazil","6, 7, 9, 11"
"577","Hemionitis tomentosa","Hemionitis","tomentosa","Pteridaceae","Pteridophyte","Unknown","Terrestrial","Paper exclusive accidental","Caatinga; Chaco","Argentina; Brazil","7, 16"
"578","Heptapleurum actinophyllum","Heptapleurum","actinophyllum","Araliaceae","Angiospermae","Unknown","Hemiepiphyte; Terrestrial","All","Chaco","Argentina","22"
