"","releve_records","TITLE","LITERATURE","YEAR","TAX_SCOPE","SAMPLING_METHOD","QUANT_METHOD","SPECIES","GENERA","EPITHET","FAMILY","PHYLUM","IDENTIFICATION_CONFIDENCE","EPILIST","FLORA","DATASET_CLASSIFICATION","NATURALNESS","INCLUSION_REQUIREMENTS","NUMBER_INDIVIDUALS","SCORE","LONGITUDE","LATITUDE","PRECISION","LIMITS","PHOROPHYTE_FAMILY","PHOROPHYTE_GENUS","PHOROPHYTE_EPITHET","DBH","HEIGHT","OBS.","BIOME","COUNTRY","WWF_ECOREGION"
"954",411,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.089444,-15.790833,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1374",412,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Vanilla chamissonis","Vanilla","chamissonis","Orchidaceae","Angiospermae","","Unclassified","Hemiepiphyte","All","Natural","",NA,"",-48.068056,-15.798611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1371",413,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Vanilla chamissonis","Vanilla","chamissonis","Orchidaceae","Angiospermae","","Unclassified","Hemiepiphyte","All","Natural","",NA,"",-48.089444,-15.790833,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"41",414,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Aechmea distichantha","Aechmea","distichantha","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"163",415,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Bulbophyllum epiphytum","Bulbophyllum","epiphytum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"174",416,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Bulbophyllum plumosum","Bulbophyllum","plumosum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"483",417,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Epiphyllum phyllanthus","Epiphyllum","phyllanthus","Cactaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"530",418,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Gomesa lietzei","Gomesa","lietzei","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"634",419,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Lepismium cruciforme","Lepismium","cruciforme","Cactaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"636",420,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Lepismium lumbricoides","Lepismium","lumbricoides","Cactaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"683",421,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Microgramma persicariifolia","Microgramma","persicariifolia","Polypodiaceae","Pteridophyte","","Epiphyte","Epiphyte","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"693",422,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Microgramma squamulosa","Microgramma","squamulosa","Polypodiaceae","Pteridophyte","","Epiphyte","Epiphyte; Rupicolous","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"702",423,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Microgramma tecta","Microgramma","tecta","Polypodiaceae","Pteridophyte","","Epiphyte","Epiphyte","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"742",424,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Octomeria crassifolia","Octomeria","crassifolia","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"755",425,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Ornithocephalus myrticola","Ornithocephalus","myrticola","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"802",426,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Peperomia tetraphylla","Peperomia","tetraphylla","Piperaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"809",427,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Philodendron appendiculatum","Philodendron","appendiculatum","Araceae","Angiospermae","","Epiphyte","Hemiepiphyte","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"846",428,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Pleopeltis hirsutissima","Pleopeltis","hirsutissima","Polypodiaceae","Pteridophyte","","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"928",429,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Rhipsalis cereuscula","Rhipsalis","cereuscula","Cactaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"976",430,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Rodriguezia sp.","Rodriguezia","sp.","Orchidaceae","Angiospermae","morpho",NA,NA,"Paper exclusive","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1161",431,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Tillandsia recurvata","Tillandsia","recurvata","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1248",432,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Tillandsia stricta","Tillandsia","stricta","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1282",433,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Tillandsia tricholepis","Tillandsia","tricholepis","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1395",434,"Epífitas vasculares da Estação Ecológica Barreiro Rico, Anhembi, SP, Brasil: diversidade, abundância e estratificação vertical","Paper",2013,"All","Plot","Presence","Vriesea bituminosa","Vriesea","bituminosa","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte; Terrestrial","All","Natural","DBH > 20 cm",NA,"",-48.142778,-22.673611,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"20",435,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Acianthera pubescens","Acianthera","pubescens","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"24",436,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Acianthera saundersiana","Acianthera","saundersiana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"31",437,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Aechmea bromeliifolia","Aechmea","bromeliifolia","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous; Terrestrial","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"100",438,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Billbergia distachia","Billbergia","distachia","Bromeliaceae","Angiospermae","","Epiphyte","Epiphyte; Terrestrial","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"164",439,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Bulbophyllum epiphytum","Bulbophyllum","epiphytum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"183",440,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Bulbophyllum tripetalum","Bulbophyllum","tripetalum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"188",441,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Campylocentrum crassirhizum","Campylocentrum","crassirhizum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"215",442,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Campylocentrum sellowii","Campylocentrum","sellowii","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"245",443,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Catasetum fimbriatum","Catasetum","fimbriatum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"304",444,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Cattleya cernua","Cattleya","cernua","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"322",445,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Cattleya loddigesii","Cattleya","loddigesii","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"325",446,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Cattleya lundii","Cattleya","lundii","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"338",447,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Cattleya walkeriana","Cattleya","walkeriana","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"429",448,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Encyclia patens","Encyclia","patens","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"456",449,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Epidendrum rigidum","Epidendrum","rigidum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"499",450,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Epiphyllum phyllanthus","Epiphyllum","phyllanthus","Cactaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
"503",451,"Epífitas vasculares do Parque Estadual de Porto Ferreira, São Paulo, Brasil","Paper",2014,"All","Others","Presence","Eurystyles actinosophila","Eurystyles","actinosophila","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.416667,-21.816667,"Area","Inside","","","",NA,NA,"","Cerrado","Brazil","Alto Paraná Atlantic forests"
